Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDM08,10.1,Regular,Fruits and Vegetables,224.2088,OUT018,2009,Tier 3,Supermarket Type2,0.4341462493931498
FDV09,12.1,Low Fat,Snack Foods,150.4734,OUT046,1997,Tier 1,Supermarket Type1,-0.0134246751132434
DRF37,17.25,Low Fat,Soft Drinks,261.591,OUT013,1987,Tier 3,Supermarket Type1,0.8555289916751744
DRI47,14.7,Low Fat,Hard Drinks,143.8128,OUT046,1997,Tier 1,Supermarket Type1,0.5969580794018201
FDX49,4.615,Regular,Canned,234.33,OUT017,2007,Tier 2,Supermarket Type1,1.2073408339168838
FDN60,15.1,Low Fat,Baking Goods,157.3604,OUT018,2009,Tier 3,Supermarket Type2,1.5155539079789455
FDP46,15.35,Low Fat,Snack Foods,89.383,OUT045,2002,Tier 2,Supermarket Type1,-0.5260015700449702
FDE09,12.8,Low Fat,Fruits and Vegetables,111.5228,OUT027,1985,Tier 3,Supermarket Type3,-0.2145833481005273
FDB05,5.155,Low Fat,Frozen Foods,249.4776,OUT017,2007,Tier 2,Supermarket Type1,0.0327312398691879
FDZ44,12.8,Low Fat,Fruits and Vegetables,117.4808,OUT027,1985,Tier 3,Supermarket Type3,0.7275126496093475
FDP07,18.2,Low Fat,Fruits and Vegetables,197.211,OUT045,2002,Tier 2,Supermarket Type1,0.676385538263752
FDX38,10.5,Regular,Dairy,45.9376,OUT046,1997,Tier 1,Supermarket Type1,-0.9881377300602115
FDE21,12.8,Low Fat,Fruits and Vegetables,116.4492,OUT013,1987,Tier 3,Supermarket Type1,-0.2213868536927414
FDG50,7.405,Low Fat,Canned,89.7146,OUT010,1998,Tier 3,Grocery Store,-1.2428236035848848
FDU16,19.25,Regular,Frozen Foods,81.9908,OUT035,2004,Tier 2,Supermarket Type1,-0.5664236629894795
DRZ11,8.85,Regular,Soft Drinks,123.3388,OUT045,2002,Tier 2,Supermarket Type1,0.5658777694123684
FDX16,12.8,Low Fat,Frozen Foods,148.705,OUT027,1985,Tier 3,Supermarket Type3,0.950998812971552
DRI25,19.6,Low Fat,Soft Drinks,56.1614,OUT013,1987,Tier 3,Supermarket Type1,-0.8236710896993636
DRH03,17.25,Low Fat,Dairy,94.712,OUT045,2002,Tier 2,Supermarket Type1,-0.5338346851104103
FDU27,18.6,Regular,Meat,48.8376,OUT049,1999,Tier 1,Supermarket Type1,-0.5219330802184378
FDH10,12.8,Low Fat,Snack Foods,192.6478,OUT019,1985,Tier 1,Grocery Store,-1.109868944185564
FDB50,13.0,Low Fat,Canned,76.7986,OUT045,2002,Tier 2,Supermarket Type1,0.3560856769835702
FDN08,12.8,Regular,Fruits and Vegetables,115.9466,OUT027,1985,Tier 3,Supermarket Type3,1.3131002220754344
FDV55,17.75,Low Fat,Fruits and Vegetables,143.7444,OUT018,2009,Tier 3,Supermarket Type2,-0.4597382470478233
NCC54,17.75,Low Fat,Health and Hygiene,241.9196,OUT046,1997,Tier 1,Supermarket Type1,0.6394709696049956
FDL52,12.8,Regular,Frozen Foods,37.9506,OUT027,1985,Tier 3,Supermarket Type3,-0.7705755601340506
FDU39,18.85,Low Fat,Meat,58.1562,OUT045,2002,Tier 2,Supermarket Type1,-0.5927271196388553
FDF46,7.07,Low Fat,Snack Foods,115.8834,OUT017,2007,Tier 2,Supermarket Type1,-0.6889897464117402
FDR19,13.5,Regular,Fruits and Vegetables,144.2102,OUT035,2004,Tier 2,Supermarket Type1,0.2411314074185909
NCX42,6.36,Low Fat,Household,163.6526,OUT045,2002,Tier 2,Supermarket Type1,2.050825913352834
DRK59,8.895,Low Fat,Hard Drinks,234.8616,OUT049,1999,Tier 1,Supermarket Type1,0.8222984355856368
FDQ15,20.35,Regular,Meat,81.0276,OUT013,1987,Tier 3,Supermarket Type1,-0.1498327022891699
FDS36,8.38,Regular,Baking Goods,107.957,OUT046,1997,Tier 1,Supermarket Type1,0.5619927306636872
FDM15,11.8,Regular,Meat,151.4366,OUT013,1987,Tier 3,Supermarket Type1,-0.4791976539829418
FDZ26,11.6,Regular,Dairy,238.3222,OUT046,1997,Tier 1,Supermarket Type1,2.3581756454707445
FDW40,14.0,Regular,Frozen Foods,143.2812,OUT035,2004,Tier 2,Supermarket Type1,0.7635830746230468
NCL17,7.39,Low Fat,Health and Hygiene,143.7812,OUT010,1998,Tier 3,Grocery Store,-1.1276111368044597
FDU60,20.0,Regular,Baking Goods,167.3132,OUT013,1987,Tier 3,Supermarket Type1,-0.1914036882308905
FDR09,12.8,Low Fat,Snack Foods,259.7962,OUT027,1985,Tier 3,Supermarket Type3,3.8444188023274375
NCD07,9.1,Low Fat,Household,114.4518,OUT046,1997,Tier 1,Supermarket Type1,-0.3276811427843652
NCW30,5.21,Low Fat,Household,258.4962,OUT046,1997,Tier 1,Supermarket Type1,-0.3749255991615154
FDE47,14.15,Low Fat,Starchy Foods,123.1046,OUT045,2002,Tier 2,Supermarket Type1,-0.1427413344796793
FDO48,15.0,Regular,Baking Goods,222.6456,OUT049,1999,Tier 1,Supermarket Type1,0.96733542878305
FDI36,12.5,Regular,Baking Goods,197.1426,OUT013,1987,Tier 3,Supermarket Type1,0.2896932928547641
FDK40,7.035,Low Fat,Frozen Foods,264.691,OUT018,2009,Tier 3,Supermarket Type2,2.390119297404348
FDU07,11.1,Low Fat,Fruits and Vegetables,149.6366,OUT017,2007,Tier 2,Supermarket Type1,0.1238591854776514
DRH39,12.8,Low Fat,Dairy,75.967,OUT019,1985,Tier 1,Grocery Store,-1.261817126356216
FDQ34,10.85,Low Fat,Snack Foods,107.8622,OUT046,1997,Tier 1,Supermarket Type1,-0.6747446043332413
FDZ50,12.8,Regular,Dairy,181.7608,OUT017,2007,Tier 2,Supermarket Type1,1.85571063397461
FDI05,8.35,Regular,Frozen Foods,74.4354,OUT046,1997,Tier 1,Supermarket Type1,-0.6294191522652912
NCP42,12.8,Low Fat,Household,194.8478,OUT027,1985,Tier 3,Supermarket Type3,1.4065970607040688
NCU29,7.685,Low Fat,Health and Hygiene,144.676,OUT018,2009,Tier 3,Supermarket Type2,0.0063794120074022
FDN10,12.8,Low Fat,Snack Foods,118.9124,OUT027,1985,Tier 3,Supermarket Type3,0.4829969427738308
FDN27,12.8,Low Fat,Meat,116.9808,OUT027,1985,Tier 3,Supermarket Type3,1.1460435558821318
FDA09,13.35,Regular,Snack Foods,178.366,OUT010,1998,Tier 3,Grocery Store,-1.0686509218780722
FDA46,13.6,Low Fat,Snack Foods,195.4136,OUT013,1987,Tier 3,Supermarket Type1,2.168240417757429
DRH13,12.8,Low Fat,Soft Drinks,107.628,OUT019,1985,Tier 1,Grocery Store,-1.2229667388694017
NCN14,19.1,Low Fat,Others,185.6608,OUT045,2002,Tier 2,Supermarket Type1,0.4840229061790679
FDH45,15.1,Regular,Fruits and Vegetables,41.6796,OUT049,1999,Tier 1,Supermarket Type1,-0.8525930448284368
FDS24,12.8,Regular,Baking Goods,87.5514,OUT027,1985,Tier 3,Supermarket Type3,0.0527274522311622
FDN38,6.615,Regular,Canned,249.7408,OUT010,1998,Tier 3,Grocery Store,-0.9796400878785966
FDR21,12.8,Low Fat,Snack Foods,178.037,OUT019,1985,Tier 1,Grocery Store,-1.1817242694408403
NCI30,20.25,Low Fat,Household,244.746,OUT010,1998,Tier 3,Grocery Store,-0.9854843066386284
FDF10,15.5,Regular,Snack Foods,148.6418,OUT013,1987,Tier 3,Supermarket Type1,1.214679240442171
NCG42,19.2,Low Fat,Household,131.731,OUT013,1987,Tier 3,Supermarket Type1,-0.0128065455510981
FDC46,17.7,Low Fat,Snack Foods,185.4266,OUT010,1998,Tier 3,Grocery Store,-1.2415285906686575
FDP25,15.2,Low Fat,Canned,219.3824,OUT013,1987,Tier 3,Supermarket Type1,0.801542359637211
FDF08,14.3,Regular,Fruits and Vegetables,88.2856,OUT010,1998,Tier 3,Grocery Store,-1.247140313305642
NCS18,12.8,Low Fat,Household,108.0938,OUT027,1985,Tier 3,Supermarket Type3,0.4143281973304427
NCA17,20.6,Low Fat,Health and Hygiene,148.4392,OUT013,1987,Tier 3,Supermarket Type1,-0.2007698769941044
DRF36,16.1,Low Fat,Soft Drinks,192.6846,OUT046,1997,Tier 1,Supermarket Type1,0.4972420848523294
FDU09,7.71,Regular,Snack Foods,55.2956,OUT049,1999,Tier 1,Supermarket Type1,-0.5469699965988294
FDS44,12.65,Regular,Fruits and Vegetables,238.8538,OUT018,2009,Tier 3,Supermarket Type2,1.5997297475337102
FDL03,19.25,Regular,Meat,196.311,OUT045,2002,Tier 2,Supermarket Type1,0.676385538263752
FDM40,12.8,Low Fat,Frozen Foods,143.1154,OUT027,1985,Tier 3,Supermarket Type3,0.9385624253715876
NCD55,14.0,Low Fat,Household,41.1454,OUT017,2007,Tier 2,Supermarket Type1,-1.0347581950443892
FDZ15,13.1,Low Fat,Dairy,117.7782,OUT017,2007,Tier 2,Supermarket Type1,-0.5884104099180981
NCQ38,16.35,Low Fat,Others,105.528,OUT013,1987,Tier 3,Supermarket Type1,-0.0488216948234521
FDA26,7.855,Regular,Dairy,218.4482,OUT035,2004,Tier 2,Supermarket Type1,1.763333045950407
FDU09,7.71,Regular,Snack Foods,55.4956,OUT018,2009,Tier 3,Supermarket Type2,-0.8820260335184078
FDU20,12.8,Regular,Fruits and Vegetables,120.7098,OUT019,1985,Tier 1,Grocery Store,-1.1267041120965169
FDS31,12.8,Regular,Fruits and Vegetables,178.4318,OUT027,1985,Tier 3,Supermarket Type3,0.2766582181216383
FDK20,12.6,Regular,Fruits and Vegetables,122.0072,OUT018,2009,Tier 3,Supermarket Type2,-0.4079719435904485
NCH42,6.86,Low Fat,Household,231.201,OUT017,2007,Tier 2,Supermarket Type1,2.65991365495167
DRI11,8.26,Low Fat,Hard Drinks,113.3834,OUT049,1999,Tier 1,Supermarket Type1,-0.0168780428898491
FDI53,8.895,Regular,Frozen Foods,160.5236,OUT010,1998,Tier 3,Grocery Store,-1.1361053068078106
FDX19,19.1,Low Fat,Fruits and Vegetables,235.0958,OUT035,2004,Tier 2,Supermarket Type1,0.6086131956478644
FDM14,13.8,Low Fat,Canned,108.4254,OUT049,1999,Tier 1,Supermarket Type1,-0.368538240208124
DRL35,15.7,Low Fat,Hard Drinks,42.177,OUT017,2007,Tier 2,Supermarket Type1,-0.8841050257899642
DRE13,6.28,Low Fat,Soft Drinks,88.5198,OUT010,1998,Tier 3,Grocery Store,-1.241291362871962
FDY14,10.3,Low Fat,Dairy,263.0226,OUT046,1997,Tier 1,Supermarket Type1,1.380872564691322
NCU17,12.8,Low Fat,Health and Hygiene,101.6674,OUT027,1985,Tier 3,Supermarket Type3,-0.4364622277474457
FDR32,12.8,Regular,Fruits and Vegetables,229.3694,OUT019,1985,Tier 1,Grocery Store,-1.21303830651166
NCM42,6.13,Low Fat,Household,109.0912,OUT018,2009,Tier 3,Supermarket Type2,-0.4373303516209645
FDQ23,6.55,Low Fat,Breads,102.9332,OUT013,1987,Tier 3,Supermarket Type1,-0.1645095153397442
DRO59,11.8,Low Fat,Hard Drinks,75.4012,OUT049,1999,Tier 1,Supermarket Type1,-0.7213650693174188
NCF43,12.8,Low Fat,Household,142.947,OUT027,1985,Tier 3,Supermarket Type3,0.5905826292794657
FDQ57,7.275,Low Fat,Snack Foods,145.076,OUT035,2004,Tier 2,Supermarket Type1,-0.3164576975103965
FDM25,10.695,Regular,Breakfast,177.5712,OUT017,2007,Tier 2,Supermarket Type1,0.3483155994862074
FDR31,12.8,Regular,Fruits and Vegetables,143.8102,OUT019,1985,Tier 1,Grocery Store,-1.1720295641644671
FDY35,12.8,Regular,Breads,44.0402,OUT019,1985,Tier 1,Grocery Store,-1.301530855787182
FDT02,12.6,Low Fat,Dairy,36.1874,OUT049,1999,Tier 1,Supermarket Type1,-1.0065224638879997
FDF29,15.1,Regular,Frozen Foods,128.831,OUT017,2007,Tier 2,Supermarket Type1,0.019734747696222
NCO55,12.8,Low Fat,Others,108.9938,OUT018,2009,Tier 3,Supermarket Type2,-0.666111184891727
FDH58,12.3,Low Fat,Snack Foods,116.4834,OUT018,2009,Tier 3,Supermarket Type2,-0.166236199228047
FDA13,15.85,Low Fat,Canned,36.3506,OUT035,2004,Tier 2,Supermarket Type1,-0.9674175234005772
FDR13,9.895,Regular,Canned,115.3492,OUT049,1999,Tier 1,Supermarket Type1,-0.5348832093807092
FDZ57,10.0,Regular,Snack Foods,128.6994,OUT017,2007,Tier 2,Supermarket Type1,-0.9445389618805644
DRZ24,7.535,Low Fat,Soft Drinks,118.444,OUT013,1987,Tier 3,Supermarket Type1,-0.1744588996962315
DRK35,8.365,Low Fat,Hard Drinks,37.9506,OUT046,1997,Tier 1,Supermarket Type1,-0.9920227688088932
FDK22,9.8,Low Fat,Snack Foods,216.385,OUT049,1999,Tier 1,Supermarket Type1,0.7827963861854195
NCA42,6.965,Low Fat,Household,159.6604,OUT045,2002,Tier 2,Supermarket Type1,0.7963900685008013
FDZ08,12.5,Regular,Fruits and Vegetables,83.0592,OUT013,1987,Tier 3,Supermarket Type1,-0.8793566450971312
FDW14,12.8,Regular,Dairy,87.8198,OUT027,1985,Tier 3,Supermarket Type3,0.0935076900298149
FDJ38,8.6,Regular,Canned,188.553,OUT013,1987,Tier 3,Supermarket Type1,1.0994230908979543
FDN46,7.21,Regular,Snack Foods,100.6332,OUT046,1997,Tier 1,Supermarket Type1,-0.3297878869916467
FDH41,9.0,Low Fat,Frozen Foods,214.1534,OUT045,2002,Tier 2,Supermarket Type1,-0.2456636580899789
NCX53,12.8,Low Fat,Health and Hygiene,143.2154,OUT027,1985,Tier 3,Supermarket Type3,0.7629900873156542
FDQ24,15.7,Low Fat,Baking Goods,250.6724,OUT049,1999,Tier 1,Supermarket Type1,1.203361841429094
FDC51,10.895,Regular,Dairy,124.173,OUT045,2002,Tier 2,Supermarket Type1,-0.3229327620915322
DRI23,18.85,Low Fat,Hard Drinks,161.7578,OUT049,1999,Tier 1,Supermarket Type1,-0.3207744072311537
FDQ47,7.155,Regular,Breads,33.7874,OUT035,2004,Tier 2,Supermarket Type1,-0.7891374119333064
NCZ05,12.8,Low Fat,Health and Hygiene,104.299,OUT027,1985,Tier 3,Supermarket Type3,-0.1504043081167836
NCB55,12.8,Low Fat,Household,59.2562,OUT027,1985,Tier 3,Supermarket Type3,-0.3184027958388144
NCD19,8.93,Low Fat,Household,53.2614,OUT049,1999,Tier 1,Supermarket Type1,-1.0028145431107862
NCL18,18.85,Low Fat,Household,192.5136,OUT017,2007,Tier 2,Supermarket Type1,0.5296174077580085
NCM54,12.8,Low Fat,Household,125.6678,OUT027,1985,Tier 3,Supermarket Type3,1.7719664653919212
FDU46,10.3,Regular,Snack Foods,86.654,OUT017,2007,Tier 2,Supermarket Type1,0.210180888421978
FDF59,12.5,Low Fat,Starchy Foods,128.102,OUT035,2004,Tier 2,Supermarket Type1,-0.7869790570729277
FDI60,7.22,Regular,Baking Goods,64.951,OUT017,2007,Tier 2,Supermarket Type1,-0.7530705937660938
FDX38,10.5,Regular,Dairy,48.8376,OUT013,1987,Tier 3,Supermarket Type1,-0.9259771100813086
FDQ31,5.785,Regular,Fruits and Vegetables,87.3856,OUT049,1999,Tier 1,Supermarket Type1,-0.791295766793685
FDL48,19.35,Regular,Baking Goods,48.7034,OUT035,2004,Tier 2,Supermarket Type1,-1.0144696593568303
FDS37,7.655,Low Fat,Canned,117.2492,OUT045,2002,Tier 2,Supermarket Type1,0.2162242820310379
FDA23,9.8,Low Fat,Baking Goods,100.6016,OUT046,1997,Tier 1,Supermarket Type1,-0.3112776458454879
DRA12,11.6,Low Fat,Soft Drinks,140.3154,OUT017,2007,Tier 2,Supermarket Type1,0.293925057004667
DRH36,16.2,Low Fat,Soft Drinks,73.4696,OUT013,1987,Tier 3,Supermarket Type1,-0.0073812815041832
FDK34,12.8,Low Fat,Snack Foods,240.1564,OUT027,1985,Tier 3,Supermarket Type3,3.2750447901595665
FDV02,16.75,Low Fat,Dairy,169.4106,OUT035,2004,Tier 2,Supermarket Type1,0.3907156716537814
FDA31,7.1,Low Fat,Fruits and Vegetables,171.708,OUT045,2002,Tier 2,Supermarket Type1,0.6591186993807233
FDR58,6.675,Low Fat,Snack Foods,93.2462,OUT049,1999,Tier 1,Supermarket Type1,-0.401065208037237
FDE52,10.395,Regular,Dairy,90.1514,OUT049,1999,Tier 1,Supermarket Type1,-0.6342967206845677
FDT22,10.395,Low Fat,Snack Foods,60.622,OUT045,2002,Tier 2,Supermarket Type1,-0.8560464126050426
FDL28,10.0,Regular,Frozen Foods,230.1668,OUT018,2009,Tier 3,Supermarket Type2,0.548081952951795
FDM56,16.7,Low Fat,Fruits and Vegetables,110.7912,OUT045,2002,Tier 2,Supermarket Type1,-0.4480447991048017
FDU15,13.65,Regular,Meat,36.3532,OUT035,2004,Tier 2,Supermarket Type1,-0.9681290134973786
FDT28,13.3,Low Fat,Frozen Foods,149.9708,OUT013,1987,Tier 3,Supermarket Type1,0.0047055057139366
FDN33,6.305,Regular,Snack Foods,96.3436,OUT017,2007,Tier 2,Supermarket Type1,-0.4495392627715899
FDW34,12.8,Low Fat,Snack Foods,244.317,OUT027,1985,Tier 3,Supermarket Type3,3.995935313526014
FDP09,12.8,Low Fat,Snack Foods,211.6902,OUT027,1985,Tier 3,Supermarket Type3,1.392959351909442
FDB11,16.0,Low Fat,Starchy Foods,224.1404,OUT017,2007,Tier 2,Supermarket Type1,1.7028991098598063
FDT38,18.7,Low Fat,Dairy,85.2566,OUT035,2004,Tier 2,Supermarket Type1,-0.7552127709032729
NCN41,12.8,Low Fat,Health and Hygiene,121.373,OUT019,1985,Tier 1,Grocery Store,-1.1215240604316083
DRD12,6.96,Low Fat,Soft Drinks,92.7146,OUT013,1987,Tier 3,Supermarket Type1,-0.2374619096205404
FDP27,8.155,Low Fat,Meat,189.153,OUT018,2009,Tier 3,Supermarket Type2,-0.0078129524762591
FDQ51,16.0,Regular,Meat,49.1718,OUT046,1997,Tier 1,Supermarket Type1,-0.8899440155236994
NCR05,12.8,Low Fat,Health and Hygiene,200.4084,OUT019,1985,Tier 1,Grocery Store,-1.07503599521143
FDC40,16.0,Regular,Dairy,78.4986,OUT018,2009,Tier 3,Supermarket Type2,-0.1994748640778773
FDZ31,12.8,Regular,Fruits and Vegetables,191.0504,OUT027,1985,Tier 3,Supermarket Type3,2.3685357488005616
FDS10,19.2,Low Fat,Snack Foods,181.3318,OUT046,1997,Tier 1,Supermarket Type1,-0.4252387824734771
FDT28,12.8,Low Fat,Frozen Foods,151.2708,OUT019,1985,Tier 1,Grocery Store,-1.1811358341108416
FDA44,19.7,Low Fat,Fruits and Vegetables,56.793,OUT045,2002,Tier 2,Supermarket Type1,-0.8107209605370922
FDQ49,12.8,Regular,Breakfast,155.963,OUT027,1985,Tier 3,Supermarket Type3,0.7691947972600311
FDJ20,12.8,Regular,Fruits and Vegetables,122.9388,OUT019,1985,Tier 1,Grocery Store,-1.170991052220198
FDP10,19.0,Low Fat,Snack Foods,104.9622,OUT049,1999,Tier 1,Supermarket Type1,-0.6061089197732024
FDW36,11.15,Low Fat,Baking Goods,103.8622,OUT018,2009,Tier 3,Supermarket Type2,-0.6221166240914987
FDZ13,7.84,Regular,Canned,48.035,OUT010,1998,Tier 3,Grocery Store,-1.3006848728508424
NCX41,19.0,Low Fat,Health and Hygiene,211.0244,OUT046,1997,Tier 1,Supermarket Type1,1.1097831942277718
FDX19,19.1,Low Fat,Fruits and Vegetables,233.9958,OUT010,1998,Tier 3,Grocery Store,-1.066424114068026
FDN46,7.21,Regular,Snack Foods,103.1332,OUT017,2007,Tier 2,Supermarket Type1,0.766173100455501
NCG54,12.1,Low Fat,Household,169.7106,OUT049,1999,Tier 1,Supermarket Type1,0.5923291883028237
FDE59,12.15,Low Fat,Starchy Foods,34.3532,OUT018,2009,Tier 3,Supermarket Type2,-1.1979298224890105
FDH35,18.25,Low Fat,Starchy Foods,164.9526,OUT035,2004,Tier 2,Supermarket Type1,0.1578103218556399
FDH47,13.5,Regular,Starchy Foods,98.4068,OUT049,1999,Tier 1,Supermarket Type1,-0.1636461733955928
FDY11,6.71,Regular,Baking Goods,65.8142,OUT046,1997,Tier 1,Supermarket Type1,-0.8055409088721837
FDS44,12.65,Regular,Fruits and Vegetables,238.9538,OUT035,2004,Tier 2,Supermarket Type1,0.8393352995985636
FDA07,7.55,Regular,Fruits and Vegetables,123.4072,OUT045,2002,Tier 2,Supermarket Type1,-0.0108346492807889
FDZ33,10.195,Low Fat,Snack Foods,149.8076,OUT013,1987,Tier 3,Supermarket Type1,0.0763628870785057
FDE02,8.71,Low Fat,Canned,91.9778,OUT018,2009,Tier 3,Supermarket Type2,-0.7011740581697427
FDQ34,10.85,Low Fat,Snack Foods,106.3622,OUT013,1987,Tier 3,Supermarket Type1,0.0116122412671482
NCP29,8.42,Low Fat,Health and Hygiene,65.8168,OUT018,2009,Tier 3,Supermarket Type2,-0.8223760767831365
FDF21,12.8,Regular,Fruits and Vegetables,187.953,OUT019,1985,Tier 1,Grocery Store,-1.1131643038308603
NCK18,12.8,Low Fat,Household,164.1184,OUT027,1985,Tier 3,Supermarket Type3,1.1011497747862573
FDE28,9.5,Regular,Frozen Foods,228.6668,OUT035,2004,Tier 2,Supermarket Type1,1.3273453641539328
FDF29,15.1,Regular,Frozen Foods,130.531,OUT049,1999,Tier 1,Supermarket Type1,-0.7718705730502777
DRG03,14.5,Low Fat,Dairy,153.0998,OUT046,1997,Tier 1,Supermarket Type1,1.8298103756500672
FDR23,15.85,Low Fat,Breads,174.937,OUT046,1997,Tier 1,Supermarket Type1,0.2443235106455952
NCP05,19.6,Low Fat,Health and Hygiene,151.7024,OUT017,2007,Tier 2,Supermarket Type1,0.508897201098374
FDN44,13.15,Low Fat,Fruits and Vegetables,157.892,OUT017,2007,Tier 2,Supermarket Type1,-0.1178890503555668
NCS38,8.6,Low Fat,Household,112.6176,OUT018,2009,Tier 3,Supermarket Type2,0.6435785443859975
DRP47,15.75,Low Fat,Hard Drinks,250.7382,OUT045,2002,Tier 2,Supermarket Type1,1.0281318194075737
NCQ30,7.725,Low Fat,Household,123.0414,OUT049,1999,Tier 1,Supermarket Type1,-0.3341562073655009
FDO21,11.6,Regular,Snack Foods,226.2404,OUT046,1997,Tier 1,Supermarket Type1,-0.1938631414408929
FDE59,12.15,Low Fat,Starchy Foods,36.6532,OUT017,2007,Tier 2,Supermarket Type1,-1.1979298224890105
FDC45,12.8,Low Fat,Fruits and Vegetables,170.3106,OUT027,1985,Tier 3,Supermarket Type3,0.857687346535553
NCS53,12.8,Low Fat,Health and Hygiene,157.3604,OUT027,1985,Tier 3,Supermarket Type3,2.5429308215191515
FDL03,19.25,Regular,Meat,195.611,OUT035,2004,Tier 2,Supermarket Type1,0.7677056680374769
FDV32,7.785,Low Fat,Fruits and Vegetables,62.751,OUT018,2009,Tier 3,Supermarket Type2,-0.2538654065594176
FDY48,14.0,Low Fat,Baking Goods,102.2332,OUT049,1999,Tier 1,Supermarket Type1,-0.3344133517629151
FDJ55,12.8,Regular,Meat,225.2404,OUT045,2002,Tier 2,Supermarket Type1,0.8712332463000457
NCV30,20.2,Low Fat,Household,62.351,OUT017,2007,Tier 2,Supermarket Type1,-0.7672281799194887
FDN60,15.1,Low Fat,Baking Goods,159.6604,OUT013,1987,Tier 3,Supermarket Type1,0.3000215785324867
FDC02,21.35,Low Fat,Canned,258.8278,OUT017,2007,Tier 2,Supermarket Type1,2.4261187455900743
FDZ55,12.8,Low Fat,Fruits and Vegetables,158.792,OUT027,1985,Tier 3,Supermarket Type3,1.539727482415186
FDF44,7.17,Regular,Fruits and Vegetables,132.1968,OUT018,2009,Tier 3,Supermarket Type2,0.5002637816568596
NCH55,16.35,Low Fat,Household,128.402,OUT018,2009,Tier 3,Supermarket Type2,-0.5409266029897692
FDN03,9.8,Regular,Meat,248.6408,OUT045,2002,Tier 2,Supermarket Type1,1.5416142692347894
NCG18,12.8,Low Fat,Household,102.8332,OUT027,1985,Tier 3,Supermarket Type3,0.4337864519571993
FDD28,12.8,Low Fat,Frozen Foods,59.5904,OUT027,1985,Tier 3,Supermarket Type3,-0.297464174739065
FDB33,12.8,Low Fat,Fruits and Vegetables,157.4262,OUT027,1985,Tier 3,Supermarket Type3,1.6862878691290109
NCO53,16.2,Low Fat,Health and Hygiene,183.7608,OUT018,2009,Tier 3,Supermarket Type2,0.545157562752734
FDY52,6.365,Low Fat,Frozen Foods,59.7536,OUT017,2007,Tier 2,Supermarket Type1,-0.725681779038176
FDV02,16.75,Low Fat,Dairy,173.0106,OUT049,1999,Tier 1,Supermarket Type1,0.9686267863590122
FDG31,12.15,Low Fat,Meat,62.8826,OUT049,1999,Tier 1,Supermarket Type1,-0.9005085227288413
NCY05,13.5,Low Fat,Health and Hygiene,37.0874,OUT045,2002,Tier 2,Supermarket Type1,-0.7433802888932803
FDG53,12.8,Low Fat,Frozen Foods,141.718,OUT027,1985,Tier 3,Supermarket Type3,0.8770839527409547
FDT13,12.8,Low Fat,Canned,188.8214,OUT019,1985,Tier 1,Grocery Store,-0.8724499095439197
FDX51,9.5,Regular,Meat,194.2452,OUT010,1998,Tier 3,Grocery Store,-0.8534563867725882
FDF28,15.7,Regular,Frozen Foods,126.1046,OUT013,1987,Tier 3,Supermarket Type1,-0.0810585113290482
FDK36,7.09,Low Fat,Baking Goods,47.6034,OUT046,1997,Tier 1,Supermarket Type1,-0.4157420210878113
FDL33,7.235,Low Fat,Snack Foods,193.8452,OUT046,1997,Tier 1,Supermarket Type1,-0.0919887920310238
FDT44,16.6,Low Fat,Fruits and Vegetables,116.4466,OUT018,2009,Tier 3,Supermarket Type2,-0.5970438293596125
FDG12,6.635,Regular,Baking Goods,122.1098,OUT046,1997,Tier 1,Supermarket Type1,0.0134367144037308
FDL25,6.92,Regular,Breakfast,91.1804,OUT046,1997,Tier 1,Supermarket Type1,-0.7435367281081321
